T,D,L,count,quality,cost,model_name
T9,D8,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D8,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D9,L1,1.0,0.95,2.178e-05,llama-3.1-74b-fp16
T9,D9,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T10,D1,L1,0.25,0.245,7.1775e-06,llama-3.1-74b-fp16
T10,D1,L2,0.75,0.305,7.4188125e-05,llama-3.1-74b-fp16
T10,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T10,D2,L1,22.75,14.69,0.0019972425,llama-3.1-74b-fp16
T10,D2,L2,116.41666666666666,75.22499999999997,0.014505328749999997,llama-3.1-74b-fp16
T10,D2,L3,8.5,5.0874999999999995,0.0011453474999999999,llama-3.1-74b-fp16
T10,D3,L1,0.5,0.26,4.364250000000001e-05,llama-3.1-74b-fp16
T10,D3,L2,10.25,5.930000000000001,0.001368860625,llama-3.1-74b-fp16
T10,D3,L3,0.25,0.2125,3.4670625e-05,llama-3.1-74b-fp16
T10,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T10,D4,L2,1.25,0.6525000000000001,0.000140435625,llama-3.1-74b-fp16
T10,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T10,D5,L1,2.0,1.585,0.00015530625,llama-3.1-74b-fp16
T10,D5,L2,15.166666666666668,9.544999999999998,0.00187396,llama-3.1-74b-fp16
T10,D5,L3,0.75,0.55,0.00012896812500000002,llama-3.1-74b-fp16
T10,D6,L1,2.0,1.535,0.00020550750000000002,llama-3.1-74b-fp16
T10,D6,L2,8.166666666666668,5.3775,0.00099950125,llama-3.1-74b-fp16
T10,D6,L3,0.75,0.40750000000000003,8.326312500000001e-05,llama-3.1-74b-fp16
T10,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T10,D7,L2,3.0,2.1,0.00031614,llama-3.1-74b-fp16
T10,D7,L3,0.75,0.36250000000000004,6.6061875e-05,llama-3.1-74b-fp16
T10,D8,L1,17.0,9.495,0.0011834212500000001,llama-3.1-74b-fp16
T10,D8,L2,39.0,20.849999999999998,0.0030085275000000006,llama-3.1-74b-fp16
T10,D8,L3,4.5,2.1,0.00037620000000000004,llama-3.1-74b-fp16
T10,D9,L1,32.0,22.34,0.00270595875,llama-3.1-74b-fp16
T10,D9,L2,23.0,15.640000000000002,0.0025448981250000002,llama-3.1-74b-fp16
T10,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T10,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T10,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T10,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D2,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D2,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D2,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D3,L2,0.5,0.5,4.224e-05,llama-3.1-74b-fp16
T11,D3,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D4,L1,2.0,2.0,0.0001464375,llama-3.1-74b-fp16
T11,D4,L2,0.5,0.11,2.805e-05,llama-3.1-74b-fp16
T11,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D5,L1,2.833333333333333,2.67,0.000221595,llama-3.1-74b-fp16
T11,D5,L2,0.5,0.5,4.224e-05,llama-3.1-74b-fp16
T11,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D6,L1,0.5,0.5,3.22575e-05,llama-3.1-74b-fp16
T11,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D6,L3,0.5,0.38,4.178625e-05,llama-3.1-74b-fp16
T11,D7,L1,1.0,0.63,7.156875e-05,llama-3.1-74b-fp16
T11,D7,L2,2.5,0.96,0.00019102875,llama-3.1-74b-fp16
T11,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D8,L1,41.833333333333336,33.74999999999999,0.00321110625,llama-3.1-74b-fp16
T11,D8,L2,9.5,7.51,0.0006951037500000001,llama-3.1-74b-fp16
T11,D8,L3,5.0,3.9699999999999998,0.0003965775,llama-3.1-74b-fp16
T11,D9,L1,1.8333333333333333,1.63,0.0001558425,llama-3.1-74b-fp16
T11,D9,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D9,L3,0.5,0.38,4.178625e-05,llama-3.1-74b-fp16
T11,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T11,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D2,L1,1.0,0.83,0.00012936,llama-3.1-74b-fp16
T12,D2,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D2,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D3,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D3,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D4,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D5,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D5,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D6,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D7,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D8,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D8,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D8,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D9,L1,1.0,0.75,9.11625e-05,llama-3.1-74b-fp16
T12,D9,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D10,L1,2.0,0.8999999999999999,3.366e-05,llama-3.1-74b-fp16
T12,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T12,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
